"Water Control Zone","River","Station","Dates","Sample No","5-Day Biochemical Oxygen Demand (mg/L)","Aluminium (μg/L)","Ammonia-Nitrogen (mg/L)","Anionic Surfactants (as Manoxol OT) (mg/L)","Antimony (μg/L)","Arsenic (μg/L)","Barium (μg/L)","Beryllium (μg/L)","Boron (μg/L)","Cadmium (μg/L)","Chemical Oxygen Demand (mg/L)","Chloride (mg/L)","Chlorophyll-𝘢 (mg/m³)","Chromium (μg/L)","Conductivity (μS/cm)","Copper (μg/L)","Cyanide (mg/L)","Dissolved Oxygen (%saturation)","Dissolved Oxygen (mg/L)","Faecal Coliforms (counts/100mL)","Flow (m³/s)","Fluoride (mg/L)","Free Hydrogen Sulphide (mg/L)","Iron (μg/L)","Lead (μg/L)","Manganese (μg/L)","Mercury (μg/L)","Molybdenum (μg/L)","Nickel (μg/L)","Nitrate-Nitrogen (mg/L)","Nitrite-Nitrogen (mg/L)","Oil and Grease (mg/L)","Orthophosphate Phosphorus (mg/L)","pH","Phaeopigment (mg/m³)","Salinity (psu)","Silica (as SiO₂) (mg/L)","Silver (μg/L)","Sulphide (mg/L)","Suspended solids (mg/L)","Thallium (μg/L)","Total Kjeldahl Nitrogen (mg/L)","Total Organic Carbon (mg/L)","Total Phosphorus (mg/L)","Total Solids (mg/L)","Total Volatile Solids (mg/L)","Turbidity (NTU)","Vanadium (μg/L)","Water Temperature (°C)","Zinc (μg/L)","𝐸. 𝑐𝑜𝑙𝑖  (counts/100mL)"
"Port Shelter","Tai Chung Hau Stream","PR7","2016-11-21","1","1.5","270","0.057","<0.05","<1","<1","38","<1","<50","<0.1","9","89","1.8","<1","446","4","<0.01","95","8","37000","0.03","<0.2","<0.01","274","8","51","<1","3","<1","0.95","0.03","<0.5","0.059","8.7","0.7","0.2","17","<1","<0.02","72","<1","0.57","5","0.17","380","79","57.6","<2","23.6","20","8000"
"Port Shelter","Tai Chung Hau Stream","PR7","2016-12-14","1","1.2","58","0.11","0.06","<1","<1","28","<1","149","<0.1","3","1200","0.9","<1","3590","2","<0.01","107","9.4","22000","0.024","0.2","<0.01","<50","<1","24","<1","<2","<1","0.74","0.016","<0.5","0.053","7.5","0.6","2.1","16","<1","<0.02","1.5","<1","0.33","1","0.08","2500","490","2.2","<2","21.2","10","6800"
"Port Shelter","Tai Chung Hau Stream","PR8","2016-01-20","1","2.5","140","0.41","<0.05","<1","<1","44","<1","<50","<0.1","6","12","0.5","<1","163","2","<0.01","85","8.1","33000","null","0.2","<0.01","157","<1","46","<1","<2","2","1.5","0.12","<0.5","0.079","7.4","1.1","0.1","16","<1","<0.02","2.2","<1","0.76","2","0.13","160","37","4.5","<2","17.6","32","25000"
"Port Shelter","Tai Chung Hau Stream","PR8","2016-02-25","1","2.2","50","0.21","<0.05","<1","<1","29","<1","<50","<0.1","6","<10","3.8","<1","147","<1","<0.01","100","9.9","10000","null","0.2","<0.01","90","<1","21","<1","<2","2","0.95","0.049","<0.5","0.051","8","3.3","0.1","12","<1","<0.02","1","<1","0.54","2","0.1","86","19","7","<2","15.9","20","7700"
"Port Shelter","Tai Chung Hau Stream","PR8","2016-03-17","1","1.9","70","0.25","<0.05","<1","<1","34","<1","<50","<0.1","4","10","<0.2","<1","262","8","<0.01","95","9.2","11000","null","0.2","<0.01","261","<1","51","<1","<2","2","1.3","0.077","<0.5","0.058","8.2","2.3","0.2","12","<1","<0.02","1.8","<1","0.46","2","0.1","120","61","3","<2","17","22","8200"
"Port Shelter","Tai Chung Hau Stream","PR8","2016-04-21","1","2.5","70","0.096","<0.05","<1","<1","36","<1","<50","<0.1","5","<10","0.2","<1","371","<1","<0.01","95","8.3","17000","null","0.2","<0.01","132","<1","22","<1","<2","<1","1.1","0.046","<0.5","0.058","8.2","<0.2","0.2","17","<1","<0.02","1.8","<1","0.31","1","0.1","98","34","0.9","<2","22.4","12","11000"
"Port Shelter","Tai Chung Hau Stream","PR8","2016-05-20","1","6.8","257","0.27","<0.05","<1","<1","46","<1","<50","<0.1","6","14","0.9","<1","310","4","<0.01","94","8.1","67000","null","<0.2","<0.01","418","2","85","<1","<2","2","1.7","0.16","<0.5","0.096","8.1","2.8","0.2","14","<1","<0.02","18","<1","0.81","3","0.16","160","92","11.8","<2","23.2","52","43000"
"Port Shelter","Tai Chung Hau Stream","PR8","2016-06-17","1","1","94","0.11","<0.05","<1","<1","39","<1","<50","<0.1","6","<10","0.4","<1","177","<1","<0.01","99","8","31000","null","<0.2","<0.01","130","<1","25","<1","<2","<1","0.84","0.05","<0.5","0.046","7.7","0.4","0.1","17","<1","<0.02","1.6","<1","0.27","2","0.08","94","42","1.7","<2","26.8","<10","11000"
"Port Shelter","Tai Chung Hau Stream","PR8","2016-07-20","1","2.9","104","0.051","<0.05","<1","<1","37","<1","<50","<0.1","5","<10","0.4","<1","391","1","<0.01","101","7.9","170000","null","0.2","<0.01","149","<1","23","<1","<2","<1","0.88","0.031","<0.5","0.046","8","0.4","0.2","17","<1","<0.02","5","<1","0.27","2","0.07","140","70","14.1","<2","27.8","12","19000"
"Port Shelter","Tai Chung Hau Stream","PR8","2016-08-17","1","0.8","84","0.069","<0.05","<1","<1","36","<1","<50","<0.1","3","<10","0.4","<1","153","<1","<0.01","97","7.9","16000","null","<0.2","<0.01","102","<1","40","<1","<2","<1","0.7","0.017","<0.5","0.042","7.8","0.4","0.1","15","<1","<0.02","4.6","<1","0.19","1","0.07","130","74","6.6","<2","25.8","29","5900"
"Port Shelter","Tai Chung Hau Stream","PR8","2016-09-28","1","1.1","<50","0.1","<0.05","<1","<1","41","<1","<50","<0.1","3","12","0.3","<1","522","<1","<0.01","97","7.9","55000","null","<0.2","<0.01","102","<1","24","<1","<2","<1","1","0.048","<0.5","0.05","7.3","0.7","0.3","19","<1","<0.02","1.6","<1","0.25","2","0.1","130","65","1.5","<2","26.1","14","14000"
"Port Shelter","Tai Chung Hau Stream","PR8","2016-10-20","1","0.8","71","0.041","<0.05","<1","<1","40","<1","<50","<0.1","2","22","0.7","<1","118","1","<0.01","97","8","22000","null","<0.2","<0.01","116","1","49","<1","<2","<1","0.88","0.015","<0.5","0.033","7.9","0.3","0.1","17","<1","<0.02","5","<1","0.18","1","0.05","92","40","5.7","<2","25.7","52","5100"
"Port Shelter","Tai Chung Hau Stream","PR8","2016-11-21","1","4.3","103","0.12","0.07","<1","<1","45","<1","<50","<0.1","8","11","0.9","2","435","4","<0.01","90","7.6","42000","null","0.2","<0.01","<50","<1","14","<1","7","<1","1.3","0.051","<0.5","0.083","9.5","0.5","0.2","19","<1","<0.02","2.9","<1","0.51","4","0.13","150","40","0.9","<2","23.8","<10","10000"
"Port Shelter","Tai Chung Hau Stream","PR8","2016-12-14","1","6.4","89","0.36","0.07","<1","<1","44","<1","<50","<0.1","6","11","0.3","4","340","1","<0.01","98","8.7","92000","null","0.2","<0.01","<50","<1","35","<1","2","1","1.1","0.033","<0.5","0.13","7.4","<0.2","0.2","17","<1","<0.02","2","<1","0.94","3","0.17","160","45","1.6","<2","21","16","84000"
"Deep Bay","River Beas","RB1","2016-01-06","1","2.4","72","0.19","<0.05","<1","5","19","<1","<50","<0.1","11","11","1.7","<1","173","2","<0.01","109","9.3","28000","0.096","<0.2","<0.01","381","<1","52","<1","<2","1","1","0.11","<0.5","0.28","7.6","2.5","0.1","19","<1","<0.02","4.8","<1","1.1","3","0.43","120","37","3.2","<2","23.4","17","10000"
"Deep Bay","River Beas","RB1","2016-02-17","1","0.9","<50","0.26","<0.05","<1","3","19","<1","<50","<0.1","5","<10","1.4","<1","135","1","<0.01","102","10.4","28000","0.052","<0.2","<0.01","307","<1","55","<1","<2","<1","1.1","0.075","<0.5","0.18","7.6","2.1","0.1","18","<1","<0.02","1.1","<1","0.92","2","0.25","120","36","2.3","<2","14.4","16","5600"
"Deep Bay","River Beas","RB1","2016-03-09","1","4.5","60","0.39","<0.05","<1","4","18","<1","<50","<0.1","8","11","1.9","<1","171","3","<0.01","106","9.2","43000","0.081","<0.2","<0.01","319","<1","50","<1","<2","<1","1.3","0.13","<0.5","0.25","7.7","3.4","0.1","17","<1","<0.02","4.5","<1","0.93","4","0.32","130","55","12.2","<2","22.2","19","34000"
"Deep Bay","River Beas","RB1","2016-04-01","1","3.3","50","0.31","<0.05","<1","4","18","<1","<50","<0.1","8","<10","0.9","<1","150","3","<0.01","112","9.6","4000","0.111","<0.2","<0.01","489","<1","44","<1","<2","<1","1.2","0.12","<0.5","0.19","7.5","4.3","0.1","16","<1","<0.02","3.2","<1","0.98","4","0.33","120","42","3","<2","23","16","2500"
"Deep Bay","River Beas","RB1","2016-05-04","1","1.9","54","0.19","0.06","<1","6","19","<1","<50","<0.1","9","<10","0.5","<1","162","3","<0.01","110","8.9","27000","0.2","<0.2","<0.01","462","<1","44","<1","<2","<1","1.1","0.084","<0.5","0.27","7.7","1.3","0.1","17","<1","<0.02","4","<1","0.88","4","0.42","120","66","5.7","<2","26","22","4700"
"Deep Bay","River Beas","RB1","2016-06-01","1","1.4","69","0.08","<0.05","<1","7","16","<1","<50","<0.1","5","10","0.6","<1","118","4","<0.01","106","8","51000","0.239","<0.2","<0.01","417","3","80","<1","<2","<1","0.58","0.033","<0.5","0.13","7.5","<0.2","0.1","18","<1","<0.02","4","<1","0.36","2","0.18","130","66","5.2","<2","29.6","50","1700"
"Deep Bay","River Beas","RB1","2016-07-04","1","1.6","95","5.6","0.17","<1","8","15","<1","<50","<0.1","20","59","3.2","<1","130","2","<0.01","110","8.3","57000","0.224","0.4","<0.01","529","<1","49","<1","<2","<1","1.1","0.9","<0.5","0.33","7.7","3.4","0.1","15","<1","<0.02","5.5","<1","6.7","7","0.63","340","150","4.9","<2","30.1","16","11000"
"Deep Bay","River Beas","RB1","2016-08-01","1","1.2","77","0.1","<0.05","<1","7","16","<1","<50","<0.1","6","<10","1.4","<1","140","1","<0.01","110","8.4","25000","0.284","<0.2","<0.01","458","1","43","<1","<2","<1","0.72","0.041","<0.5","0.16","7.6","2.6","0.1","18","<1","<0.02","4.2","<1","0.42","3","0.27","94","60","12.4","<2","29.7","13","14000"
"Deep Bay","River Beas","RB1","2016-09-01","1","1.5","51","0.13","<0.05","<1","4","16","<1","<50","<0.1","6","<10","0.6","<1","114","2","<0.01","104","8.3","59000","0.184","<0.2","<0.01","230","<1","29","<1","<2","<1","0.64","0.024","<0.5","0.1","7.6","0.6","0.1","17","<1","<0.02","5.2","<1","0.31","3","0.15","98","51","4.6","<2","26.9","21","13000"
"Deep Bay","River Beas","RB1","2016-10-03","1","0.5","<50","0.15","0.05","<1","6","17","<1","<50","<0.1","5","<10","1","<1","87","2","<0.01","106","8.6","31000","0.192","<0.2","<0.01","416","<1","41","<1","<2","<1","0.7","0.066","0.6","0.15","7.4","2.2","0","19","<1","<0.02","2.9","<1","0.51","2","0.27","100","34","2.5","<2","26.5","16","10000"
"Deep Bay","River Beas","RB1","2016-11-02","1","1","58","0.12","<0.05","<1","5","14","<1","<50","<0.1","4","<10","0.6","<1","103","1","<0.01","108","9.1","19000","0.228","<0.2","<0.01","258","<1","38","<1","<2","<1","0.57","0.029","<0.5","0.084","7.5","1.7","0.1","19","<1","<0.02","2.6","<1","0.83","2","0.12","70","30","2.5","<2","24.1","13","2100"
"Deep Bay","River Beas","RB1","2016-12-01","1","1.9","91","0.27","0.06","<1","4","19","<1","<50","<0.1","5","<10","0.8","<1","121","4","<0.01","105","9.4","440000","0.147","<0.2","<0.01","493","1","61","<1","<2","<1","0.78","0.042","<0.5","0.079","7.5","0.6","0.1","19","<1","<0.02","10","<1","0.59","2","0.21","94","22","6.5","<2","20.5","22","3300"
"Deep Bay","River Beas","RB2","2016-01-06","1","5.8","76","1.2","<0.05","<1","9","28","<1","<50","<0.1","15","15","8.2","<1","204","3","<0.01","88","7.8","25000","0.112","0.2","<0.01","872","<1","195","<1","<2","2","0.14","0.22","<0.5","0.24","7.3","8.2","0.1","15","<1","<0.02","7.6","<1","2.7","5","0.41","140","42","7.2","<2","21.4","22","7400"
"Deep Bay","River Beas","RB2","2016-02-17","1","2.1","<50","0.82","0.18","<1","7","27","<1","<50","<0.1","7","13","1.3","<1","160","3","<0.01","98","9.9","4000","0.08","<0.2","<0.01","575","<1","128","<1","<2","1","1.1","0.11","<0.5","0.12","7.5","3.3","0.1","16","<1","<0.02","2.6","<1","1.6","3","0.23","130","32","5.2","<2","15","23","1300"
"Deep Bay","River Beas","RB2","2016-03-09","1","11","<50","1.6","0.09","<1","8","27","<1","<50","<0.1","14","15","6","<1","206","3","<0.01","88","7.8","37000","0.133","0.2","<0.01","743","<1","199","<1","<2","5","0.22","0.081","<0.5","0.23","7.5","4.9","0.1","16","<1","<0.02","6.4","<1","2.7","6","0.47","150","51","7.3","<2","21.4","29","7700"
"Deep Bay","River Beas","RB2","2016-04-01","1","5.3","<50","0.97","<0.05","<1","11","25","<1","<50","<0.1","12","12","2.1","<1","121","2","<0.01","86","7.5","1200","0.161","<0.2","<0.01","869","<1","203","<1","<2","2","0.53","0.3","<0.5","0.085","7.2","4.2","0.1","15","<1","<0.02","5.3","<1","1.8","5","0.31","160","57","3.5","<2","22.3","21","760"
"Deep Bay","River Beas","RB2","2016-05-04","1","2.9","123","0.68","0.07","<1","10","27","<1","<50","<0.1","11","11","2.1","<1","175","4","<0.01","91","7.5","20000","0.287","<0.2","<0.01","744","1","136","<1","<2","1","1","0.1","<0.5","0.19","7.5","1.2","0.1","14","<1","<0.02","3.2","<1","1.6","5","0.29","120","64","7.5","<2","24.8","27","8000"
"Deep Bay","River Beas","RB2","2016-06-01","1","3.8","54","0.38","<0.05","<1","10","22","<1","<50","<0.1","6","<10","0.8","<1","85","2","<0.01","92","7.2","28000","0.248","<0.2","<0.01","475","<1","134","<1","<2","<1","0.65","0.063","<0.5","0.11","7.4","0.4","0","17","<1","<0.02","2","<1","0.73","2","0.18","110","72","3.3","<2","28.4","25","3400"
"Deep Bay","River Beas","RB2","2016-07-04","1","2.9","76","0.54","<0.05","<1","10","22","<1","<50","<0.1","8","<10","5.7","<1","174","2","<0.01","94","7.2","33000","1.02","<0.2","<0.01","598","<1","113","<1","<2","1","1.1","0.19","<0.5","0.095","7.4","4.8","0.1","14","<1","<0.02","5.8","<1","1","3","0.33","130","54","3.8","<2","29.1","18","6000"
"Deep Bay","River Beas","RB2","2016-08-01","1","2.8","55","0.73","<0.05","<1","12","24","<1","<50","<0.1","8","10","1.3","<1","184","2","<0.01","87","6.7","7300","0.39","<0.2","<0.01","639","<1","164","<1","<2","<1","0.46","0.2","<0.5","0.15","7.4","1.8","0.1","16","<1","<0.02","4.9","<1","1.1","4","0.31","120","78","3.5","<2","29.3","16","1100"
"Deep Bay","River Beas","RB2","2016-09-01","1","2.6","56","0.32","<0.05","<1","7","19","<1","<50","<0.1","5","<10","1.5","<1","129","2","<0.01","91","7.3","58000","0.93","<0.2","<0.01","358","<1","137","<1","<2","<1","0.69","0.035","<0.5","0.073","7.6","1.3","0.1","16","<1","<0.02","4","<1","0.43","2","0.12","92","26","4.3","<2","26.5","19","6900"
"Deep Bay","River Beas","RB2","2016-10-03","1","1.3","<50","0.65","<0.05","<1","9","23","<1","<50","<0.1","8","<10","1.6","<1","166","2","<0.01","96","7.7","14000","0.39","<0.2","<0.01","563","<1","103","<1","<2","<1","0.7","0.092","<0.5","0.11","7.5","2","0.1","18","<1","<0.02","3.5","<1","0.9","4","0.26","110","36","3.2","<2","26.6","15","2500"
"Deep Bay","River Beas","RB2","2016-11-02","1","1.9","<50","0.43","0.05","<1","8","19","<1","<50","<0.1","5","<10","1","<1","124","1","<0.01","97","8.5","23000","0.147","<0.2","<0.01","329","<1","87","<1","<2","<1","0.81","0.053","<0.5","0.076","7.6","1.5","0.1","17","<1","<0.02","2.2","<1","1.6","3","0.2","100","54","2.8","<2","22.1","21","3300"
"Deep Bay","River Beas","RB2","2016-12-01","1","3.7","<50","0.66","0.07","<1","7","25","<1","<50","<0.1","6","10","0.2","<1","155","2","<0.01","96","8.8","42000","0.208","<0.2","<0.01","560","<1","150","<1","<2","1","0.79","0.069","<0.5","0.042","7.5","1.2","0.1","18","<1","<0.02","1.8","<1","1","3","0.15","110","12","8.2","<2","19.4","17","3300"
"Deep Bay","River Beas","RB3","2016-01-06","1","6.5","101","2.6","0.06","<1","12","27","<1","<50","<0.1","18","21","15","<1","253","4","<0.01","97","8.4","85000","null","0.3","<0.01","951","2","164","<1","<2","5","0.79","0.25","<0.5","0.25","7.3","9.6","0.1","14","<1","<0.02","12","<1","4","5","0.45","180","56","8.8","<2","22.5","72","58000"
"Deep Bay","River Beas","RB3","2016-02-17","1","2.4","<50","1.6","<0.05","<1","9","22","<1","<50","<0.1","9","18","1.4","<1","198","3","<0.01","98","9.9","40000","null","<0.2","<0.01","624","<1","106","<1","<2","5","1.2","0.15","<0.5","0.14","7.5","3.5","0.1","15","<1","<0.02","3","<1","2.4","3","0.29","150","36","2.7","<2","14.8","72","27000"
"Deep Bay","River Beas","RB3","2016-03-09","1","11","220","3.1","0.14","<1","6","20","<1","<50","<0.1","28","27","12","2","280","7","<0.01","49","4.4","150000","null","0.3","<0.01","1003","2","212","<1","<2","6","1.2","0.17","<0.5","0.38","7.5","13","0.1","12","<1","<0.02","23","<1","4.9","8","0.75","210","60","28","<2","21.7","33","61000"
"Deep Bay","River Beas","RB3","2016-04-01","1","6.4","<50","0.97","<0.05","<1","12","24","<1","<50","<0.1","15","22","0.7","<1","243","3","<0.01","103","8.8","94000","null","0.2","<0.01","881","<1","174","<1","<2","6","0.63","0.21","<0.5","0.062","7.2","2.3","0.1","13","<1","<0.02","4.9","<1","2","5","0.3","180","70","2.8","<2","23.3","75","10000"
"Deep Bay","River Beas","RB3","2016-05-04","1","4.4","123","1.4","0.08","<1","11","24","<1","<50","<0.1","13","12","5.8","<1","209","5","<0.01","71","5.9","54000","null","0.2","<0.01","799","2","131","<1","<2","4","1.1","0.13","<0.5","0.24","7.3","3.1","0.1","13","<1","<0.02","6.7","<1","2.5","5","0.37","160","87","11","<2","25.2","78","20000"
"Deep Bay","River Beas","RB3","2016-06-01","1","3.5","51","0.43","<0.05","<1","11","22","<1","<50","<0.1","8","12","1.8","<1","203","3","<0.01","104","7.9","53000","null","<0.2","<0.01","522","<1","166","<1","<2","3","0.66","0.14","<0.5","0.36","7.4","1.5","0.1","16","<1","<0.02","3.6","<1","1.1","3","0.46","140","76","4.1","<2","29.3","63","4500"
"Deep Bay","River Beas","RB3","2016-07-04","1","2.7","90","0.019","<0.05","<1","5","19","<1","<50","<0.1","10","<10","10","<1","325","2","<0.01","70","5.3","94000","null","<0.2","<0.01","513","<1","111","<1","<2","4","0.64","0.017","<0.5","0.12","7.4","5.3","0.1","17","<1","<0.02","6.2","<1","0.25","3","0.17","180","81","4.5","<2","30.2","26","23000"
"Deep Bay","River Beas","RB3","2016-08-01","1","2.8","85","1.5","<0.05","<1","8","20","<1","<50","<0.1","13","27","4","<1","305","4","<0.01","45","3.4","22000","null","0.3","<0.01","467","<1","102","<1","<2","3","1.7","0.13","<0.5","0.25","7.3","2","0.1","14","<1","<0.02","5.5","<1","2.3","6","0.4","170","44","4.8","<2","30","25","6300"
"Deep Bay","River Beas","RB3","2016-09-01","1","8.3","114","2","0.09","<1","5","19","<1","<50","<0.1","12","18","1.5","<1","242","3","<0.01","65","5","440000","null","0.2","<0.01","425","2","82","<1","<2","3","1.1","0.095","<0.5","0.24","7.6","1.5","0.1","14","<1","<0.02","11","<1","2.1","5","0.32","160","68","12.8","<2","28.3","38","150000"
"Deep Bay","River Beas","RB3","2016-10-03","1","3","196","1.5","<0.05","<1","7","21","<1","<50","<0.1","11","19","8","<1","256","5","<0.01","54","4.3","69000","null","0.2","<0.01","1059","3","174","<1","<2","4","1","0.12","<0.5","0.1","7.6","4.2","0.1","16","<1","<0.02","19","<1","1.9","5","0.37","180","68","16.5","<2","27.6","29","23000"
"Deep Bay","River Beas","RB3","2016-11-02","1","2.9","<50","0.75","0.06","<1","10","22","<1","<50","<0.1","7","<10","1.7","<1","168","3","<0.01","108","9.2","67000","null","<0.2","<0.01","578","<1","97","<1","<2","1","0.95","0.077","<0.5","0.063","7.6","1.6","0.1","17","<1","<0.02","5.2","<1","1.6","3","0.13","130","44","6.4","<2","23.7","53","10000"
"Deep Bay","River Beas","RB3","2016-12-01","1","5.9","106","0.84","0.11","<1","12","27","<1","<50","<0.1","11","17","1.8","<1","206","4","<0.01","103","9.2","86000","null","<0.2","<0.01","1251","1","202","<1","<2","2","0.71","0.077","<0.5","0.007","7.3","3.4","0.1","16","<1","<0.02","14","<1","1.4","4","0.19","160","44","11.4","<2","20.7","61","17000"
"North Western","Tung Chung River","TC1","2016-01-22","1","<0.1","<50","0.024","<0.05","<1","<1","19","<1","<50","<0.1","6","<10","0.3","<1","50","1","<0.01","90","8.7","330","0.054","<0.2","<0.01","142","<1","40","<1","<2","<1","0.14","<0.002","<0.5","0.003","6.9","0.6","0","17","<1","<0.02","<0.5","<1","0.11","3","<0.02","100","40","1.6","<2","17.3","13","72"
"North Western","Tung Chung River","TC1","2016-02-26","1","<0.1","<50","0.014","<0.05","<1","<1","15","<1","<50","<0.1","<2","15","0.7","<1","118","<1","<0.01","95","9.3","170","0.042","<0.2","<0.01","118","<1","18","<1","<2","<1","0.09","<0.002","<0.5","0.005","7.8","0.4","0.1","16","<1","<0.02","1","<1","0.08","<1","<0.02","94","40","0.9","<2","16.5","13","39"
"North Western","Tung Chung River","TC1","2016-03-24","1","0.4","100","0.025","<0.05","<1","<1","19","<1","<50","<0.1","6","<10","0.8","<1","69","1","<0.01","99","9.3","1500","0.084","<0.2","<0.01","136","<1","25","<1","<2","<1","0.31","0.014","<0.5","0.011","7.2","0.5","0","12","<1","<0.02","3.5","<1","0.3","3","0.04","94","66","6.7","<2","18.3","19","780"
"North Western","Tung Chung River","TC1","2016-04-25","1","0.4","66","0.017","<0.05","<1","<1","19","<1","<50","<0.1","3","<10","0.2","<1","35","2","<0.01","96","8","1200","0.044","<0.2","<0.01","208","2","60","<1","<2","<1","0.21","0.004","<0.5","<0.002","7.1","<0.2","0","15","<1","<0.02","1.9","<1","0.13","1","<0.02","66","38","0.7","<2","24.2","25","90"
"North Western","Tung Chung River","TC1","2016-05-25","1","<0.1","<50","0.04","<0.05","<1","<1","19","<1","<50","<0.1","5","63","0.2","<1","269","<1","<0.01","96","7.9","3500","0.048","<0.2","<0.01","89","<1","21","<1","<2","<1","0.15","<0.002","<0.5","0.004","7.3","0.2","0.1","15","<1","<0.02","0.7","<1","0.09","1","<0.02","140","29","6.7","<2","25.2","<10","140"
"North Western","Tung Chung River","TC1","2016-06-23","1","0.5","53","<0.005","<0.05","<1","<1","17","<1","<50","<0.1","<2","<10","0.5","<1","58","<1","<0.01","96","7.6","1700","0.016","<0.2","<0.01","242","1","59","<1","<2","<1","0.095","0.009","<0.5","0.006","7.2","<0.2","0","16","<1","<0.02","0.5","<1","0.08","<1","0.02","55","42","0.2","<2","27.9","14","90"
"North Western","Tung Chung River","TC1","2016-07-22","1","<0.1","<50","0.008","<0.05","<1","3","16","<1","<50","<0.1","<2","<10","0.5","<1","33","<1","<0.01","94","7.4","3500","0.016","<0.2","<0.01","160","<1","28","<1","<2","<1","0.11","<0.002","<0.5","0.003","6.7","0.4","0","16","<1","<0.02","7.1","<1","0.11","<1","0.02","52","34","0.1","<2","27.8","<10","100"
"North Western","Tung Chung River","TC1","2016-08-22","1","<0.1","<50","0.012","<0.05","<1","<1","16","<1","<50","<0.1","<2","12","0.5","<1","44","<1","<0.01","102","8","2200","0.26","<0.2","<0.01","73","<1","35","<1","<2","<1","0.22","<0.002","<0.5","0.007","7.9","0.3","0","14","<1","<0.02","1.4","<1","0.1","<1","<0.02","75","51","0.9","<2","27.4","13","80"
"North Western","Tung Chung River","TC1","2016-09-23","1","<0.1","<50","0.009","<0.05","<1","<1","15","<1","<50","<0.1","<2","<10","0.3","<1","51","2","<0.01","100","8.2","1700","0.066","<0.2","<0.01","114","<1","35","<1","<2","<1","0.12","<0.002","<0.5","0.004","7.2","<0.2","0","16","<1","<0.02","0.5","<1","0.06","<1","<0.02","52","42","0.6","<2","25.9","11","38"
"North Western","Tung Chung River","TC1","2016-10-27","1","0.3","<50","0.009","<0.05","<1","<1","16","<1","<50","<0.1","<2","16","<0.2","<1","46","<1","<0.01","99","8","3000","0.037","<0.2","<0.01","105","<1","29","<1","<2","<1","0.15","0.003","<0.5","<0.002","7.6","0.5","0","16","<1","<0.02","0.6","<1","0.15","<1","<0.02","65","34","1","<2","26.1","10","57"
"North Western","Tung Chung River","TC1","2016-11-24","1","0.2","<50","0.008","<0.05","<1","<1","17","<1","<50","<0.1","5","<10","0.3","<1","51","<1","<0.01","98","8.9","830","0.059","<0.2","<0.01","135","<1","32","<1","<2","<1","0.28","0.004","<0.5","0.005","7.4","0.2","0","17","<1","<0.02","0.6","<1","0.09","<1","<0.02","47","34","0.8","<2","19.9","<10","60"
"North Western","Tung Chung River","TC1","2016-12-16","1","<0.1","<50","0.007","<0.05","<1","<1","16","<1","<50","<0.1","2","13","0.2","<1","100","<1","<0.01","99","9.4","260","0.035","<0.2","<0.01","152","<1","58","<1","<2","<1","0.074","<0.002","<0.5","0.004","7.5","0.3","0.1","18","<1","<0.02","<0.5","<1","0.1","<1","<0.02","80","42","1.6","<2","17.7","<10","22"
"North Western","Tung Chung River","TC2","2016-01-22","1","0.4","<50","0.038","<0.05","<1","<1","18","<1","<50","<0.1","5","<10","1","<1","99","<1","<0.01","101","9.8","4100","0.116","<0.2","<0.01","233","<1","71","<1","<2","<1","0.13","0.002","<0.5","0.003","7.2","<0.2","0.1","16","<1","<0.02","1.5","<1","0.17","2","<0.02","140","37","0.4","<2","16.8","13","550"
"North Western","Tung Chung River","TC2","2016-02-26","1","0.7","<50","0.015","<0.05","<1","<1","14","<1","<50","<0.1","4","<10","12","<1","81","<1","<0.01","105","10","3700","0.052","<0.2","<0.01","507","<1","64","<1","<2","<1","0.074","0.005","<0.5","0.003","7.5","7","0","16","<1","<0.02","8","<1","0.17","1","0.03","86","42","2.6","<2","17.5","13","190"
"North Western","Tung Chung River","TC2","2016-03-24","1","0.6","107","0.036","<0.05","<1","<1","14","<1","<50","<0.1","6","<10","0.9","<1","78","1","<0.01","100","9.4","5600","0.148","<0.2","<0.01","182","<1","20","<1","<2","<1","0.23","0.009","<0.5","0.003","7.1","0.8","0","11","<1","<0.02","3.6","<1","0.28","3","0.04","90","51","7","<2","18.4","18","1900"
"North Western","Tung Chung River","TC2","2016-04-25","1","0.6","64","0.01","<0.05","<1","<1","14","<1","<50","<0.1","3","<10","0.4","<1","87","<1","<0.01","103","8.1","4500","0.067","<0.2","<0.01","227","<1","30","<1","<2","<1","0.057","0.006","<0.5","0.003","7.1","<0.2","0","15","<1","<0.02","2.6","<1","0.19","2","<0.02","80","34","1","<2","27.3","14","450"
"North Western","Tung Chung River","TC2","2016-05-25","1","0.3","51","0.022","<0.05","<1","1","14","<1","<50","<0.1","5","30","0.6","<1","261","1","<0.01","101","8","11000","0.213","<0.2","<0.01","280","<1","31","<1","<2","<1","0.017","0.002","<0.5","0.002","7.1","0.4","0.1","15","<1","<0.02","0.8","<1","0.14","2","0.02","150","48","0.8","<2","27.4","19","900"
"North Western","Tung Chung River","TC2","2016-06-23","1","0.7","<50","0.017","<0.05","<1","<1","12","<1","<50","<0.1","3","<10","0.7","<1","80","<1","<0.01","100","7.3","16000","0.213","<0.2","<0.01","68","<1","<10","<1","<2","<1","0.033","<0.002","<0.5","0.01","7.2","0.5","0","15","<1","<0.02","5.1","<1","0.13","1","0.04","76","48","9.6","<2","32.3","<10","800"
