"Water Control Zone","River","Station","Dates","Sample No","5-Day Biochemical Oxygen Demand (mg/L)","Aluminium (μg/L)","Ammonia-Nitrogen (mg/L)","Anionic Surfactants (as Manoxol OT) (mg/L)","Antimony (μg/L)","Arsenic (μg/L)","Barium (μg/L)","Beryllium (μg/L)","Boron (μg/L)","Cadmium (μg/L)","Chemical Oxygen Demand (mg/L)","Chloride (mg/L)","Chlorophyll-𝘢 (mg/m³)","Chromium (μg/L)","Conductivity (μS/cm)","Copper (μg/L)","Cyanide (mg/L)","Dissolved Oxygen (%saturation)","Dissolved Oxygen (mg/L)","Faecal Coliforms (counts/100mL)","Flow (m³/s)","Fluoride (mg/L)","Free Hydrogen Sulphide (mg/L)","Iron (μg/L)","Lead (μg/L)","Manganese (μg/L)","Mercury (μg/L)","Molybdenum (μg/L)","Nickel (μg/L)","Nitrate-Nitrogen (mg/L)","Nitrite-Nitrogen (mg/L)","Oil and Grease (mg/L)","Orthophosphate Phosphorus (mg/L)","pH","Phaeopigment (mg/m³)","Salinity (psu)","Silica (as SiO₂) (mg/L)","Silver (μg/L)","Sulphide (mg/L)","Suspended solids (mg/L)","Thallium (μg/L)","Total Kjeldahl Nitrogen (mg/L)","Total Organic Carbon (mg/L)","Total Phosphorus (mg/L)","Total Solids (mg/L)","Total Volatile Solids (mg/L)","Turbidity (NTU)","Vanadium (μg/L)","Water Temperature (°C)","Zinc (μg/L)","𝐸. 𝑐𝑜𝑙𝑖  (counts/100mL)"
"Tolo Harbour And Channel","Tai Wai Nullah","TR19A","2012-04-25","1","1.3","150","0.14","0.09","<1","<1","37","<1","1300","0.2","11","6900","1.5","2","10559","3","<0.01","119","9.4","4700","0.035","0.9","<0.01","120","1","60","<1","8","2","0.71","0.037","<0.5","0.031","7.5","2.3","5.9","15","<1","<0.02","9.5","<1","0.42","2","0.05","15000","2300","8","<2","25.5","20","3400"
"Tolo Harbour And Channel","Tai Wai Nullah","TR19A","2012-05-25","1","0.4","100","0.12","<0.05","<1","1","25","<1","1800","0.4","10","10000","","3","27764","3","<0.01","102","7.4","7","0.012","0.8","<0.01","120","<1","50","<1","8","3","0.73","0.012","<0.5","0.047","8.2","","16.2","15","<1","<0.02","8","<1","0.29","2","0.06","21000","3600","3.4","<2","27.3","30","<1"
"Tolo Harbour And Channel","Tai Wai Nullah","TR19A","2012-06-15","1","0.9","210","0.096","<0.05","<1","<1","27","<1","<50","0.6","3","56","1.3","<1","248","2","<0.01","107","8.5","47000","0.017","1.4","<0.01","70","1","40","<1","5","<1","0.74","0.017","<0.5","0.18","7.9","1.4","0.1","21","<1","<0.02","3.8","<1","0.27","1","0.2","190","51","2.9","<2","27.2","90","42000"
"Tolo Harbour And Channel","Tai Wai Nullah","TR19A","2012-07-06","1","0.9","150","0.056","0.05","<1","<1","28","<1","<50","0.4","8","55","","<1","319","1","<0.01","107","8.1","25000","0.045","0.7","<0.01","<50","<1","40","<1","4","<1","0.88","0.013","<0.5","0.028","7.7","","0.1","19","<1","<0.02","4.4","<1","0.28","1","0.05","200","36","5.6","<2","29.8","40","16000"
"Tolo Harbour And Channel","Tai Wai Nullah","TR19A","2012-08-24","1","1","110","0.049","<0.05","<1","<1","31","<1","<50","0.3","4","36","0.9","<1","293","<1","<0.01","102","7.7","31000","0.014","0.9","<0.01","<50","2","30","<1","5","<1","0.76","0.005","<0.5","0.022","7.9","1.6","0.1","23","<1","<0.02","4.2","<1","0.37","<1","0.03","160","35","4.6","<2","29.8","30","8000"
"Tolo Harbour And Channel","Tai Wai Nullah","TR19A","2012-09-06","1","0.7","100","0.023","<0.05","<1","<1","34","<1","<50","0.3","5","48","","<1","325","1","<0.01","122","9.4","10000","0.019","1","<0.01","80","1","70","<1","6","<1","0.76","0.006","<0.5","0.011","8.6","","0.1","24","<1","<0.02","5","<1","0.07","<1","<0.02","230","44","2.3","<2","29.1","40","800"
"Tolo Harbour And Channel","Tai Wai Nullah","TR19A","2012-10-22","1","1.1","80","0.044","<0.05","<1","<1","46","<1","<50","0.5","7","70","1","<1","773","<1","<0.01","100","7.9","7200","0.021","1.2","<0.01","50","<1","50","<1","8","2","0.88","0.005","<0.5","0.019","7.9","0.8","0.4","26","<1","<0.02","2.5","<1","0.17","1","0.03","260","57","3.4","<2","27.4","30","4800"
"Tolo Harbour And Channel","Tai Wai Nullah","TR19A","2012-11-29","1","1.1","50","0.045","<0.05","<1","<1","57","<1","<50","0.7","3","130","","<1","594","2","<0.01","105","9.3","4800","0.026","0.9","<0.01","<50","<1","70","<1","5","1","1.3","0.023","<0.5","0.011","7.8","","0.3","22","<1","<0.02","2.5","<1","0.22","1","<0.02","410","150","2.2","<2","21.4","50","2100"
"Tolo Harbour And Channel","Tai Wai Nullah","TR19A","2012-12-13","1","0.5","70","0.056","<0.05","<1","<1","65","<1","80","0.9","3","180","1.5","<1","748","<1","<0.01","107","9.6","3000","0.017","1.1","<0.01","70","<1","90","<1","6","<1","1.1","0.011","<0.5","0.006","8","1.7","0.4","28","<1","<0.02","3.3","<1","0.21","1","<0.02","490","60","3.2","<2","20.6","60","240"
"Tolo Harbour And Channel","Tai Wai Nullah","TR19C","2012-01-09","1","2.8","60","0.041","0.05","<1","<1","40","<1","1600","0.2","11","7500","","2","18939","6","<0.01","160","13.8","10000","0.021","0.9","<0.01","110","<1","50","<1","10","5","0.46","0.027","0.7","0.032","7.9","","12.9","11","<1","<0.02","4.3","<1","0.43","2","0.06","16000","2700","7.7","<2","19.1","20","1400"
"Tolo Harbour And Channel","Tai Wai Nullah","TR19C","2012-02-17","1","1.8","220","0.25","<0.05","<1","<1","90","<1","1200","0.3","9","6000","6.9","2","14811","6","<0.01","115","10.4","7400","0.015","1","<0.01","310","2","210","<1","10","7","0.68","0.029","<0.5","0.12","8.1","12","10.2","14","<1","<0.02","28","<1","0.64","2","0.18","12000","1500","11.7","<2","17.5","40","900"
"Tolo Harbour And Channel","Tai Wai Nullah","TR19C","2012-03-09","1","18","70","0.016","0.45","<1","<1","38","<1","50","0.2","15","330","","<1","1222","6","<0.01","111","10.4","36000","0.017","1","<0.01","70","<1","100","<1","7","7","0.9","0.045","<0.5","0.006","7.6","","0.7","20","<1","<0.02","8.5","<1","0.76","5","0.05","820","160","6","<2","18.4","30","20000"
"Tolo Harbour And Channel","Tai Wai Nullah","TR19C","2012-04-25","1","1.4","130","0.049","0.06","<1","<1","49","<1","820","0.2","12","4400","3","1","11539","5","<0.01","135","10.5","26000","0.02","1.3","<0.01","120","<1","110","<1","8","8","0.72","0.019","<0.5","0.03","7.8","2.4","6.4","15","<1","<0.02","6.9","<1","0.39","3","0.05","9700","1800","3.4","<2","26.2","30","2400"
"Tolo Harbour And Channel","Tai Wai Nullah","TR19C","2012-05-25","1","1.8","180","0.097","0.07","<1","<1","39","<1","930","0.3","7","4500","","2","15209","5","<0.01","106","8","100000","0.038","0.8","<0.01","150","2","90","<1","8","11","0.73","0.012","<0.5","0.047","7.8","","8.4","15","<1","<0.02","11","<1","0.23","2","0.06","10000","1800","8.5","<2","27.3","30","800"
"Tolo Harbour And Channel","Tai Wai Nullah","TR19C","2012-06-15","1","0.9","180","0.037","<0.05","<1","<1","30","<1","<50","0.3","3","110","1.7","<1","484","4","<0.01","113","9","67000","0.047","1.1","<0.01","120","1","90","<1","5","3","0.71","0.011","<0.5","0.2","7.7","0.8","0.2","20","<1","<0.02","3.7","<1","0.27","1","0.23","320","54","2.1","<2","27.1","60","12000"
"Tolo Harbour And Channel","Tai Wai Nullah","TR19C","2012-07-06","1","2.3","580","0.037","0.08","<1","<1","48","<1","<50","0.8","8","110","","<1","496","16","<0.01","106","8.2","25000","0.047","0.5","<0.01","1100","27","320","<1","3","4","0.86","0.01","<0.5","0.019","7.6","","0.2","19","<1","<0.02","97","<1","0.24","2","0.07","420","150","29.9","<2","28.8","190","7500"
"Tolo Harbour And Channel","Tai Wai Nullah","TR19C","2012-08-24","1","2","80","0.029","0.07","<1","<1","33","<1","<50","0.2","4","100","0.8","<1","562","2","<0.01","101","7.7","35000","0.039","0.5","<0.01","80","1","60","<1","4","3","0.99","0.007","<0.5","0.019","7.7","0.4","0.3","20","<1","<0.02","5","<1","0.45","<1","0.03","300","56","3.3","<2","29.4","30","2300"
"Tolo Harbour And Channel","Tai Wai Nullah","TR19C","2012-09-06","1","2.3","250","0.092","0.09","<1","<1","44","<1","<50","0.6","7","110","","8","740","5","<0.01","114","8.7","23000","0.032","0.5","<0.01","380","2","170","<1","5","6","1.1","0.006","<0.5","0.004","7.3","","0.3","20","<1","<0.02","8.2","<1","0.31","2","0.05","350","70","3.9","<2","29.3","100","1000"
"Tolo Harbour And Channel","Tai Wai Nullah","TR19C","2012-10-22","1","5.4","70","0.28","0.1","<1","<1","46","<1","80","0.3","5","340","1.6","<1","1465","5","<0.01","121","9.5","96000","0.03","0.8","<0.01","130","<1","130","<1","6","8","0.8","0.03","<0.5","0.041","7.5","1.4","0.7","22","<1","<0.02","2.1","<1","0.62","2","0.08","720","140","4","<2","27.8","30","5300"
"Tolo Harbour And Channel","Tai Wai Nullah","TR19C","2012-11-29","1","2.1","360","0.18","0.11","<1","<1","52","<1","<50","0.3","4","220","","<1","771","7","<0.01","105","9.2","27000","0.03","0.8","<0.01","270","5","130","<1","5","11","1","0.022","<0.5","0.034","7.5","","0.4","19","<1","0.02","40","<1","0.45","1","0.06","550","120","46.1","<2","21.7","50","3700"
"Tolo Harbour And Channel","Tai Wai Nullah","TR19C","2012-12-13","1","0.8","90","0.083","0.12","<1","<1","33","<1","<50","0.1","3","120","0.9","<1","357","2","<0.01","106","9.4","75000","0.038","0.6","<0.01","100","2","70","<1","7","3","0.86","0.005","<0.5","0.031","7.9","0.7","0.2","21","<1","<0.02","5.5","<1","0.26","<1","0.05","320","120","2.9","<2","21.2","30","2200"
"Tolo Harbour And Channel","Shing Mun Main Channel","TR19I","2012-01-09","1","2.3","<50","0.094","<0.05","<1","<1","18","<1","3100","<0.1","7","15000","13","3","35261","4","<0.01","100","8.1","330","null","0.8","<0.01","90","<1","50","<1","11","3","0.17","0.01","0.8","0.012","7.7","1.4","26.1","1.7","<1","<0.02","2.4","<1","0.37","2","0.03","32000","5200","1.5","<2","18.1","20","42"
"Tolo Harbour And Channel","Shing Mun Main Channel","TR19I","2012-02-17","1","1.2","70","0.35","<0.05","<1","1","28","<1","3100","0.1","7","14000","2.8","4","31351","4","<0.01","90","7.7","690","null","0.8","<0.01","110","<1","80","<1","10","4","0.3","0.022","<0.5","0.034","7.5","3.5","24","3.8","<1","<0.02","1.5","<1","0.63","2","0.05","29000","4200","1.3","<2","16.1","20","250"
"Tolo Harbour And Channel","Shing Mun Main Channel","TR19I","2012-03-09","1","1.4","<50","0.31","<0.05","<1","1","24","<1","2900","0.1","4","15000","1.1","3","34965","4","<0.01","99","8.1","4500","null","0.8","<0.01","<50","<1","60","<1","10","6","0.27","0.02","<0.5","0.029","7.6","1.7","26.2","2.7","<1","<0.02","1.6","<1","0.54","<1","0.05","34000","6400","3.3","<2","17.4","10","800"
"Tolo Harbour And Channel","Shing Mun Main Channel","TR19I","2012-04-25","1","0.8","<50","0.3","<0.05","<1","2","19","<1","2900","0.1","19","17000","0.9","3","43968","5","<0.01","92","6.6","3100","null","0.8","<0.01","60","<1","40","<1","10","5","0.1","0.011","<0.5","0.023","7.6","0.8","29.3","3.3","<1","<0.02","1.5","<1","0.42","3","0.04","37000","6300","3.7","<2","23.5","20","900"
"Tolo Harbour And Channel","Shing Mun Main Channel","TR19I","2012-05-25","1","3.7","<50","0.054","<0.05","<1","<1","26","<1","1000","<0.1","14","5500","31","2","17284","2","<0.01","116","8.7","10000","null","0.6","<0.01","60","<1","120","<1","6","2","0.54","0.033","<0.5","0.005","8.7","3.2","9.6","5.6","<1","<0.02","6.7","<1","0.42","3","0.04","12000","2000","1.5","<2","27.9","10","570"
"Tolo Harbour And Channel","Shing Mun Main Channel","TR19I","2012-06-15","1","3.2","<50","0.13","<0.05","<1","1","16","<1","2000","<0.1","15","12000","40","3","34830","5","<0.01","133","9.1","650","null","0.7","<0.01","60","<1","70","<1","8","3","0.18","0.043","<0.5","0.008","8.4","5.6","20","4.2","<1","<0.02","4.9","<1","0.56","3","0.05","25000","3900","1.5","<2","29.4","20","30"
"Tolo Harbour And Channel","Shing Mun Main Channel","TR19I","2012-07-06","1","1.4","230","0.21","0.16","<1","<1","24","<1","1100","<0.1","10","5100","4.3","2","18525","3","<0.01","86","5.9","1800","null","0.5","<0.01","140","<1","120","<1","4","2","0.66","0.025","<0.5","0.018","7.7","1","9.4","7.8","<1","<0.02","6","<1","0.54","3","0.05","10000","1600","7.8","<2","32.6","30","140"
"Tolo Harbour And Channel","Shing Mun Main Channel","TR19I","2012-08-24","1","2.1","<50","0.083","<0.05","<1","1","15","<1","2800","0.1","10","15000","11","5","37930","4","<0.01","96","6.4","3000","null","0.8","<0.01","<50","<1","60","<1","9","4","0.14","0.006","<0.5","0.011","8.1","1.7","21.5","2.1","<1","<0.02","2","<1","0.27","2","<0.02","32000","5400","0.8","<2","30.4","<10","470"
"Tolo Harbour And Channel","Shing Mun Main Channel","TR19I","2012-09-06","1","2.5","<50","0.075","<0.05","<1","2","17","<1","2900","0.2","14","14000","11","5","43859","4","<0.01","102","6.7","1100","0.032","0.8","<0.01","<50","<1","80","<1","8","3","0.15","0.008","<0.5","0.01","8.1","2.1","25.2","3.2","<1","<0.02","2.6","<1","0.32","3","0.03","31000","5300","0.7","<2","30.5","20","140"
"Tolo Harbour And Channel","Shing Mun Main Channel","TR19I","2012-10-22","1","3.2","<50","0.096","0.1","<1","1","17","<1","3200","<0.1","11","16000","18","3","48013","3","<0.01","104","6.8","16000","null","0.8","<0.01","70","<1","80","<1","10","10","0.11","0.015","<0.5","0.012","7.9","3","28.5","2","<1","<0.02","1.9","<1","0.38","3","0.03","34000","5400","2.2","<2","29.4","10","360"
"Tolo Harbour And Channel","Shing Mun Main Channel","TR19I","2012-11-29","1","1.4","<50","0.42","<0.05","<1","1","25","<1","1700","<0.1","7","11000","1.9","<1","27169","3","<0.01","94","7.6","3000","null","0.8","<0.01","60","<1","100","<1","7","3","0.42","0.038","<0.5","0.033","7.6","<0.2","18.4","5.3","<1","<0.02","1.7","<1","0.63","2","0.06","22000","3600","1.7","<2","20.5","20","900"
"Tolo Harbour And Channel","Shing Mun Main Channel","TR19I","2012-12-13","1","2.5","<50","0.2","<0.05","<1","<1","24","<1","2100","<0.1","6","13000","8.6","2","31748","2","<0.01","100","8","1600","null","0.8","<0.01","60","<1","70","<1","8","3","0.35","0.034","<0.5","0.008","8","5.4","22.2","5.3","<1","<0.02","2.2","<1","0.54","2","0.05","26000","3700","3.3","<2","20","20","530"
"Tolo Harbour And Channel","Tin Sum Nullah","TR20B","2012-01-09","1","0.2","80","0.024","<0.05","<1","<1","28","<1","<50","<0.1","2","<10","","<1","129","3","<0.01","101","9.6","<1","0.021","0.5","<0.01","<50","<1","10","1","<2","4","1.8","<0.002","0.5","0.012","8.3","","0.1","14","<1","<0.02","0.9","<1","0.24","<1","<0.02","120","42","0.9","<2","17.8","20","<1"
"Tolo Harbour And Channel","Tin Sum Nullah","TR20B","2012-02-17","1","<0.1","470","0.28","<0.05","<1","<1","34","<1","<50","<0.1","3","<10","0.3","<1","136","3","<0.01","100","9.6","<1","0.005","0.5","<0.01","60","<1","20","<1","<2","22","1.8","0.003","<0.5","0.007","8.4","0.4","0.1","14","<1","<0.02","3.3","<1","0.51","1","<0.02","140","50","1.8","<2","17.3","30","<1"
"Tolo Harbour And Channel","Tin Sum Nullah","TR20B","2012-03-09","1","0.3","200","0.12","0.07","<1","<1","32","<1","<50","0.1","4","10","","<1","153","8","<0.01","99","9.1","<1","0.112","0.6","<0.01","190","2","20","<1","<2","19","2.1","<0.002","<0.5","0.013","7.7","","0.1","17","<1","<0.02","5.6","<1","0.48","2","0.02","130","45","4.5","<2","19.1","20","<1"
"Tolo Harbour And Channel","Tin Sum Nullah","TR20B","2012-04-25","1","<0.1","160","0.022","<0.05","<1","<1","33","<1","<50","<0.1","4","<10","<0.2","<1","168","3","<0.01","99","8.3","<1","0.037","0.5","<0.01","<50","1","10","<1","<2","11","2.5","<0.002","<0.5","0.012","8.2","0.2","0.1","14","<1","<0.02","1.4","<1","0.16","2","0.02","120","30","0.9","<2","24","20","<1"
"Tolo Harbour And Channel","Tin Sum Nullah","TR20B","2012-05-25","1","<0.1","150","0.051","<0.05","<1","<1","30","<1","<50","0.1","5","<10","","1","160","4","<0.01","99","8","<1","0.043","0.5","<0.01","70","<1","20","<1","<2","9","1.8","<0.002","<0.5","0.014","7.8","","0.1","16","<1","<0.02","1.2","<1","0.11","1","0.02","96","44","0.3","<2","26.1","40","<1"
"Tolo Harbour And Channel","Tin Sum Nullah","TR20B","2012-06-15","1","<0.1","130","0.037","<0.05","<1","<1","24","<1","<50","<0.1","4","<10","0.2","<1","141","2","<0.01","98","7.9","<1","0.041","0.5","<0.01","60","<1","20","<1","<2","8","1.5","<0.002","<0.5","0.018","7.8","<0.2","0.1","15","<1","<0.02","0.6","<1","0.15","<1","<0.02","100","31","1.8","<2","26.8","30","<1"
"Tolo Harbour And Channel","Tin Sum Nullah","TR20B","2012-07-06","1","<0.1","90","0.02","<0.05","<1","<1","25","<1","<50","<0.1","3","<10","","<1","139","2","<0.01","98","7.8","<1","0.068","0.5","<0.01","60","<1","20","<1","<2","8","1.1","<0.002","<0.5","0.013","8","","0.1","17","<1","<0.02","1","<1","0.06","1","<0.02","100","22","0.3","<2","27.5","10","<1"
"Tolo Harbour And Channel","Tin Sum Nullah","TR20B","2012-08-24","1","<0.1","90","0.032","<0.05","<1","<1","29","<1","<50","<0.1","<2","<10","0.5","<1","154","1","<0.01","99","7.8","<1","0.016","0.4","<0.01","<50","<1","20","<1","<2","3","1.4","<0.002","<0.5","0.009","7.8","<0.2","0.1","16","<1","<0.02","0.6","<1","0.15","<1","0.03","120","39","0.8","<2","27.8","<10","<1"
"Tolo Harbour And Channel","Tin Sum Nullah","TR20B","2012-09-06","1","<0.1","70","0.022","<0.05","<1","<1","29","<1","<50","<0.1","4","<10","","<1","150","2","<0.01","101","7.8","<1","0.073","0.4","<0.01","<50","<1","10","<1","<2","3","1.5","<0.002","<0.5","0.008","8","","0.1","15","<1","<0.02","1.3","<1","0.09","<1","<0.02","100","22","3.1","<2","28.7","20","<1"
"Tolo Harbour And Channel","Tin Sum Nullah","TR20B","2012-10-22","1","0.2","60","0.012","<0.05","<1","<1","31","<1","<50","<0.1","3","<10","0.4","<1","98","1","<0.01","100","8.1","<1","0.055","0.4","<0.01","<50","<1","<10","<1","<2","3","1.8","<0.002","<0.5","0.007","7.7","<0.2","0","14","<1","<0.02","<0.5","<1","0.05","<1","<0.02","110","24","0.2","<2","25.8","10","<1"
"Tolo Harbour And Channel","Tin Sum Nullah","TR20B","2012-11-29","1","0.3","<50","0.006","<0.05","<1","<1","30","<1","<50","<0.1","3","14","","<1","137","2","<0.01","100","8.8","<1","0.057","0.4","<0.01","<50","<1","<10","<1","<2","3","1.8","<0.002","<0.5","0.007","7.9","","0.1","13","<1","<0.02","<0.5","<1","0.06","<1","<0.02","120","49","1.9","<2","21.7","10","<1"
"Tolo Harbour And Channel","Tin Sum Nullah","TR20B","2012-12-13","1","0.1","<50","0.015","<0.05","<1","<1","13","<1","<50","<0.1","4","<10","0.4","<1","92","<1","<0.01","101","9.1","<1","0.077","0.4","<0.01","<50","<1","<10","<1","<2","2","0.67","<0.002","<0.5","0.003","7.9","<0.2","0.1","13","<1","<0.02","<0.5","<1","0.09","2","<0.02","62","12","0.3","<2","20.5","<10","<1"
"Tolo Harbour And Channel","Siu Lek Yuen Nullah","TR23A","2012-01-09","1","1.4","100","0.13","<0.05","<1","<1","35","<1","1200","<0.1","9","4000","<0.2","2","14101","3","<0.01","97","8.6","4000","null","0.6","<0.01","110","<1","70","<1","5","2","0.72","0.016","0.6","0.038","8.1","0.3","9.4","12","<1","<0.02","1.5","<1","0.35","2","0.06","8200","1300","1.3","<2","18.6","20","280"
"Tolo Harbour And Channel","Siu Lek Yuen Nullah","TR23A","2012-02-17","1","0.5","70","0.35","0.08","<1","<1","42","<1","820","0.1","3","6800","0.9","1","13526","2","<0.01","96","8.9","5600","null","0.7","<0.01","120","<1","110","<1","4","2","0.75","0.021","<0.5","0.043","8","0.7","9.6","11","<1","<0.02","1.6","<1","0.56","1","0.05","13000","1800","3.3","<2","16.1","20","1300"
"Tolo Harbour And Channel","Siu Lek Yuen Nullah","TR23A","2012-03-09","1","0.8","<50","0.24","0.05","<1","<1","36","<1","1600","0.1","2","8700","0.9","2","20429","2","<0.01","82","7.2","11000","null","0.7","<0.01","<50","<1","70","<1","6","3","0.57","0.013","<0.5","0.037","7.7","<0.2","14.5","8.6","<1","<0.02","1.3","<1","0.44","<1","0.05","18000","2700","2.2","<2","17.4","20","3000"
"Tolo Harbour And Channel","Siu Lek Yuen Nullah","TR23A","2012-04-25","1","0.7","<50","0.28","<0.05","<1","2","20","<1","2700","0.1","12","16000","0.8","3","41513","4","<0.01","83","6","4000","null","0.8","<0.01","80","<1","60","<1","10","4","0.11","0.011","<0.5","0.027","7.7","0.8","27.3","3.6","<1","<0.02","1.5","<1","0.38","3","0.04","35000","6500","2.8","<2","23.8","20","380"
"Tolo Harbour And Channel","Siu Lek Yuen Nullah","TR23A","2012-05-25","1","1.3","90","0.11","<0.05","<1","<1","24","<1","720","<0.1","7","3600","5.3","<1","12317","2","<0.01","103","7.7","39000","null","0.7","<0.01","80","<1","90","<1","4","1","0.33","0.008","<0.5","0.006","8.2","1.4","6.6","12","<1","<0.02","3","<1","0.2","1","0.02","7900","1400","1.3","<2","28.4","20","2400"
"Tolo Harbour And Channel","Siu Lek Yuen Nullah","TR23A","2012-06-15","1","3.6","70","0.15","<0.05","<1","1","23","<1","1900","<0.1","10","9700","12","3","31515","5","<0.01","95","6.6","8400","null","0.6","<0.01","90","<1","220","<1","7","3","0.25","0.018","<0.5","0.022","8.1","1.5","18","7.7","<1","<0.02","4.3","<1","0.4","2","0.07","20000","3300","5.1","<2","29","<10","1200"
"Tolo Harbour And Channel","Siu Lek Yuen Nullah","TR23A","2012-07-06","1","1.7","120","0.085","<0.05","<1","1","21","<1","2200","<0.1","12","13000","7.7","3","38774","3","<0.01","75","5","28000","null","0.7","<0.01","100","<1","130","<1","7","3","0.27","0.007","<0.5","0.009","7.6","1.6","22","5.9","<1","<0.02","5.3","<1","0.37","2","0.05","27000","4800","2.3","<2","30.3","20","1400"
"Tolo Harbour And Channel","Siu Lek Yuen Nullah","TR23A","2012-08-24","1","1.3","80","0.4","<0.05","<1","<1","32","<1","1200","0.2","6","6200","0.3","2","21040","2","<0.01","91","6.4","5200","null","0.6","<0.01","80","<1","100","<1","5","2","0.37","0.009","<0.5","0.033","8","1.8","11.3","11","<1","<0.02","2.4","<1","0.56","1","0.05","13000","2300","1.3","<2","30.4","10","350"
"Tolo Harbour And Channel","Siu Lek Yuen Nullah","TR23A","2012-09-06","1","1.5","50","0.2","<0.05","<1","<1","25","<1","1800","0.2","5","11000","4.3","3","33724","2","<0.01","82","5.6","18000","null","0.8","<0.01","80","<1","130","<1","6","2","0.24","0.008","<0.5","0.012","7.9","1.1","19","6.6","<1","<0.02","1.6","<1","0.42","2","0.04","23000","3800","0.4","<2","30.1","20","4900"
"Tolo Harbour And Channel","Siu Lek Yuen Nullah","TR23A","2012-10-22","1","2.3","80","0.2","<0.05","<1","1","32","<1","1700","<0.1","17","8900","3.8","1","26536","2","<0.01","101","7.3","1400","null","0.7","<0.01","100","<1","130","<1","6","3","0.34","0.01","<0.5","0.022","7.8","0.3","15.2","8.5","<1","<0.02","6.9","<1","0.3","3","0.04","18000","3000","3.6","<2","28.1","10","330"
"Tolo Harbour And Channel","Siu Lek Yuen Nullah","TR23A","2012-11-29","1","1.2","50","0.35","<0.05","<1","<1","30","<1","1400","<0.1","4","8600","1.2","<1","26809","2","<0.01","67","5.3","8800","null","0.7","<0.01","100","<1","100","<1","6","2","0.41","0.017","<0.5","0.03","7.5","0.4","17.8","6.8","<1","<0.02","1.6","<1","0.44","<1","0.05","17000","2700","4","<2","21.4","20","3400"
"Tolo Harbour And Channel","Siu Lek Yuen Nullah","TR23A","2012-12-13","1","1.1","50","0.22","<0.05","<1","<1","31","<1","1400","<0.1","6","8800","3.7","<1","24926","1","<0.01","87","7.1","11000","null","0.7","<0.01","60","<1","80","<1","6","3","0.42","0.021","<0.5","0.01","7.7","1.7","16.9","7.9","<1","<0.02","1.1","<1","0.37","1","0.04","17000","2600","1.6","<2","20.2","10","800"
"Tolo Harbour And Channel","Siu Lek Yuen Nullah","TR23L","2012-01-09","1","5.5","850","0.017","<0.05","<1","1","35","1","<50","0.2","24","130","","2","331","17","<0.01","110","10.1","73000","0.015","1.5","<0.01","1700","12","320","<1","8","1","0.3","0.004","0.7","0.011","8.8","","0.2","17","<1","<0.02","140","<1","1.3","8","0.21","490","98","55.3","<2","19.7","100","1300"
"Tolo Harbour And Channel","Siu Lek Yuen Nullah","TR23L","2012-02-17","1","0.5","<50","0.02","<0.05","<1","<1","10","<1","<50","<0.1","3","17","0.7","<1","450","<1","<0.01","117","11","59000","0.015","1.7","<0.01","<50","<1","<10","<1","13","<1","0.19","0.003","<0.5","0.013","9.4","0.7","0.3","24","<1","<0.02","1.8","<1","0.1","<1","<0.02","190","80","2.5","<2","18.4","10","720"
"Tolo Harbour And Channel","Siu Lek Yuen Nullah","TR23L","2012-03-09","1","1.4","70","0.014","0.08","<1","<1","9","<1","<50","<0.1","4","18","","<1","667","1","<0.01","117","11.1","36000","0.321","1.6","<0.01","<50","<1","10","<1","13","<1","0.13","<0.002","<0.5","0.011","9.3","","0.4","22","<1","<0.02","1.4","<1","0.16","2","<0.02","210","71","3.4","<2","17.9","<10","380"
"Tolo Harbour And Channel","Siu Lek Yuen Nullah","TR23L","2012-04-25","1","1","350","0.022","<0.05","<1","<1","20","<1","<50","<0.1","5","27","0.4","<1","549","5","<0.01","100","8","44000","0.024","1","<0.01","510","4","130","<1","6","<1","0.25","0.008","<0.5","0.011","8.7","0.3","0.3","17","<1","<0.02","34","<1","0.13","2","0.02","220","64","67.6","<2","27","40","1200"
"Tolo Harbour And Channel","Siu Lek Yuen Nullah","TR23L","2012-05-25","1","1.8","110","0.026","0.22","<1","<1","7","<1","<50","<0.1","10","37","","<1","570","<1","<0.01","106","8.1","120000","0.008","0.8","<0.01","70","<1","10","<1","5","<1","0.16","0.005","<0.5","0.054","8.8","","0.3","17","<1","<0.02","6.4","<1","0.2","2","0.07","160","51","1","<2","29.2","20","7200"
"Tolo Harbour And Channel","Siu Lek Yuen Nullah","TR23L","2012-06-15","1","0.7","110","0.019","0.06","<1","<1","9","<1","<50","<0.1","5","83","0.5","<1","652","1","<0.01","107","8.4","96000","0.04","0.9","<0.01","50","<1","<10","<1","5","<1","0.13","0.004","<0.5","0.032","8.8","<0.2","0.3","16","<1","<0.02","2.2","<1","0.21","1","0.04","220","31","1.8","<2","27.5","10","13000"
"Tolo Harbour And Channel","Siu Lek Yuen Nullah","TR23L","2012-07-06","1","1.6","90","<0.005","0.13","<1","<1","9","<1","<50","<0.1","4","310","","<1","1255","1","<0.01","108","8.3","51000","0.043","0.6","<0.01","60","<1","<10","<1","4","<1","0.11","0.004","<0.5","0.005","8.8","","0.6","16","<1","<0.02","2.9","<1","0.07","1","<0.02","680","120","0.6","<2","29.1","20","4300"
